FIRE_NAME,FIRE_YEAR,SOURCE_REPORTING_UNIT_NAME,STAT_CAUSE_DESCR,FIRE_SIZE,LATITUDE,LONGITUDE,STATE
,2006,"Texas Forest Service",Miscellaneous,1500.0,33.52654998,-101.5135,TX
,2006,"Texas Forest Service",Miscellaneous,1000.0,34.90783002,-101.976,TX
,2006,"Texas Forest Service","Debris Burning",1000.0,33.88722998,-101.84960002,TX
,2006,"Texas Forest Service",Smoking,1800.0,32.32877002,-102.3776,TX
,2006,"Texas Forest Service",Miscellaneous,2000.0,35.70573999,-102.43360001,TX
"TATUM WEST",2006,"Texas Forest Service",Miscellaneous,10000.0,32.70025,-103.14949998,TX
,2006,"Texas Forest Service",Miscellaneous,1500.0,34.76491001,-101.86390002,TX
"CROW HOLLOW FIRE",2006,"Texas Forest Service",Miscellaneous,1800.0,34.85551001,-100.73989998,TX
,2006,"Texas Forest Service",Miscellaneous,1000.0,26.68508999,-98.37452,TX
,2006,"Texas Forest Service",Miscellaneous,1200.0,33.87456002,-102.91299999,TX
"FM 214 & CR 210",2006,"Texas Forest Service",Miscellaneous,9600.0,33.51366002,-102.8279,TX
,2006,"Texas Forest Service",Miscellaneous,1000.0,32.34826002,-101.04159999,TX
,2006,"Texas Forest Service",Miscellaneous,2000.0,31.14890001,-97.75160001,TX
"3200 FM 303",2006,"Texas Forest Service",Miscellaneous,3200.0,33.58344999,-102.5059,TX
,2006,"Texas Forest Service",Miscellaneous,3000.0,36.67192002,-100.27199998,OK
"HARDIN FIRE",2006,"Texas Forest Service",Miscellaneous,5000.0,35.03590002,-100.89199999,TX
,2006,"Texas Forest Service",Miscellaneous,1200.0,32.90102,-103.04979999,TX
,2006,"Texas Forest Service",Miscellaneous,2000.0,32.61261997,-102.38879999,TX
,2006,"Texas Forest Service",Miscellaneous,3000.0,35.24433001,-102.41780001,TX
"COON RANCH",2006,"Texas Forest Service","Equipment Use",2000.0,35.81233001,-101.95630001,TX
,2006,"Texas Forest Service","Equipment Use",1500.0,33.04829,-101.57050002,TX
,2006,"Texas Forest Service",Miscellaneous,1500.0,34.88760998,-100.82830002,TX
,2006,"Texas Forest Service",Miscellaneous,1200.0,35.53734,-100.16970001,TX
"DOUBLE U RANCH",2006,"Texas Forest Service",Miscellaneous,3000.0,33.06864998,-101.57170002,TX
,2006,"Texas Forest Service",Miscellaneous,1500.0,35.54113001,-100.0301,TX
,2006,"Texas Forest Service","Equipment Use",2100.0,29.76977,-100.66320002,TX
,2006,"Texas Forest Service","Equipment Use",1500.0,30.10701998,-100.35920003,TX
"BOWERS CITY",2006,"Texas Forest Service",Miscellaneous,5000.0,35.38622999,-100.97420001,TX
,2006,"Texas Forest Service",Miscellaneous,1500.0,35.44468999,-100.27310002,TX
,2006,"Texas Forest Service",Miscellaneous,1500.0,35.54880001,-101.08370002,TX
,2006,"Texas Forest Service",Miscellaneous,1000.0,33.25712001,-103.05919998,TX
"CVFD NUMBER 70",2006,"Texas Forest Service","Debris Burning",3300.0,29.55799999,-99.40249999,TX
"GOODWIN FIRE",2006,"Texas Forest Service",Miscellaneous,1200.0,36.02974998,-101.85080002,TX
,2006,"Texas Forest Service",Miscellaneous,6000.0,32.53211998,-96.61237,TX
,2006,"Texas Forest Service","Equipment Use",1280.0,32.32854002,-96.76466999,TX
,2006,"Texas Forest Service",Lightning,1920.0,35.89182999,-100.19950001,TX
"BRENT FIRE",2006,"Texas Forest Service","Equipment Use",2430.0,35.76833998,-101.94140001,TX
,2006,"Texas Forest Service",Lightning,2500.0,35.64489001,-102.90869999,TX
"BIPPUS CHURCH",2006,"Texas Forest Service",Lightning,4888.0,35.03990998,-102.86330002,TX
,2006,"Texas Forest Service",Miscellaneous,1200.0,29.17877001,-100.76530001,TX
"SAN CARLOS",2006,"Texas Forest Service",Miscellaneous,3000.0,26.74420001,-98.81182997,TX
GUSHER,2006,"Texas Forest Service",Miscellaneous,1300.0,33.55815998,-102.43700002,TX
"HWY 37",2006,"Texas Forest Service",Lightning,6000.0,33.98776999,-102.5929,TX
,2006,"Texas Forest Service",Lightning,1500.0,34.56784001,-102.82329999,TX
,2006,"Texas Forest Service",Lightning,2000.0,35.77842999,-101.91010002,TX
,2006,"Texas Forest Service",Lightning,8000.0,35.27016998,-101.4074,TX
,2006,"Texas Forest Service",Lightning,1650.0,34.06347999,-100.75020002,TX
,2006,"Texas Forest Service",Lightning,1500.0,36.11754001,-101.40630002,TX
"HWY 36 COMANCHE CO.",2006,"Texas Forest Service",Miscellaneous,2000.0,31.91452998,-98.65665001,TX
DUDLEY,2006,"Texas Forest Service","Equipment Use",2500.0,31.85039001,-98.76217998,TX
,2006,"Texas Forest Service","Equipment Use",1200.0,32.37391001,-99.96767002,TX
,2006,"Texas Forest Service","Equipment Use",1200.0,32.34833001,-100.10449999,TX
,2006,"Texas Forest Service","Equipment Use",1300.0,32.43425,-102.29620001,TX
,2006,"Texas Forest Service",Lightning,3000.0,32.82655002,-102.6245,TX
,2007,"Texas Forest Service",Lightning,1280.0,30.078,-104.46170002,TX
POOLE,2007,"Texas Forest Service",Campfire,1528.0,36.40952997,-102.97340003,TX
,2007,"Texas Forest Service",Miscellaneous,1500.0,30.55957998,-104.4135,TX
,2007,"Texas Forest Service",Railroad,1200.0,30.39684,-104.25469998,TX
,2007,"Texas Forest Service",Lightning,4500.0,32.29225,-102.96390001,TX
,2007,"Texas Forest Service",Lightning,1275.0,30.02242997,-104.22930001,TX
,2007,"Texas Forest Service","Debris Burning",1200.0,28.96647,-96.20711,TX
,2007,"Texas Forest Service",Arson,1200.0,36.32199,-101.1886,TX
"KELLY RANCH",2007,"Texas Forest Service",Lightning,1600.0,30.16565,-104.274,TX
,2007,"Texas Forest Service",Lightning,1920.0,30.54821,-104.225,TX
"RIVER ROAD",2007,"Texas Forest Service","Equipment Use",2838.0,33.68264,-98.63844,TX
,2007,"Texas Forest Service",Miscellaneous,1000.0,29.12603,-98.35151,TX
,2007,"Texas Forest Service",Miscellaneous,1500.0,28.31305,-99.08386,TX
,2008,"Texas Forest Service",Miscellaneous,1000.0,29.27542,-100.7914,TX
,2008,"Texas Forest Service",Miscellaneous,2600.0,33.52417,-98.04518,TX
,2007,"Texas Forest Service",Miscellaneous,1873.0,33.80567,-98.5941,TX
,2008,"Texas Forest Service",Miscellaneous,3050.0,28.9113,-100.0761,TX
,2008,"Texas Forest Service","Equipment Use",1000.0,34.36754,-99.46468,TX
,2008,"Texas Forest Service",Miscellaneous,1500.0,32.63068,-97.53915,TX
"MARKUM RANCH",2008,"Texas Forest Service",Miscellaneous,2000.0,32.64848,-97.56386,TX
,2008,"Texas Forest Service",Miscellaneous,1000.0,31.99863,-98.25254,TX
,2008,"Texas Forest Service",Miscellaneous,1000.0,31.56938,-99.3909,TX
,2008,"Texas Forest Service",Miscellaneous,3000.0,28.51359,-99.39452,TX
,2008,"Texas Forest Service",Miscellaneous,3000.0,28.58732,-99.9524,TX
,2008,"Texas Forest Service",Miscellaneous,1000.0,28.5901,-99.96576,TX
,2008,"Texas Forest Service",Arson,1000.0,35.10346,-100.2273,TX
,2008,"Texas Forest Service",Miscellaneous,1400.0,30.76215,-97.95043,TX
,2008,"Texas Forest Service",Miscellaneous,1000.0,30.18657,-99.30692,TX
,2008,"Texas Forest Service",Miscellaneous,1400.0,32.23136,-98.55063,TX
,2008,"Texas Forest Service",Miscellaneous,1000.0,29.06406,-98.85817,TX
,2007,"Texas Forest Service",Miscellaneous,1300.0,31.96883,-98.22169,TX
,2008,"Texas Forest Service",Miscellaneous,2400.0,33.63835,-98.31708,TX
,2008,"Texas Forest Service",Arson,2500.0,33.97778,-98.82896,TX
,2008,"Texas Forest Service","Debris Burning",3000.0,29.15849,-100.4536,TX
,2008,"Texas Forest Service",Railroad,1600.0,31.75644,-103.0944,TX
,2008,"Texas Forest Service",Miscellaneous,1000.0,32.61746,-99.13918,TX
,2008,"Texas Forest Service","Equipment Use",1800.0,29.19908,-99.16865,TX
,2008,"Texas Forest Service",Miscellaneous,18000.0,30.806,-101.2848,TX
,2008,"Texas Forest Service",Miscellaneous,11180.0,32.30341,-102.3987,TX
,2008,"Texas Forest Service","Equipment Use",3200.0,35.41291,-101.5051,TX
,2008,"Texas Forest Service",Miscellaneous,1000.0,27.2424,-99.42393,TX
,2008,"Texas Forest Service",Miscellaneous,2000.0,34.69999,-102.1137,TX
,2008,"Texas Forest Service",Miscellaneous,1200.0,31.2333,-100.4238,TX
,2008,"Texas Forest Service",Miscellaneous,1000.0,35.22801,-100.0031,TX
,2008,"Texas Forest Service",Miscellaneous,1376.5,30.06244,-103.4039,TX
GREENWOOD,2008,"Texas Forest Service",Smoking,5500.0,31.94213,-101.8969,TX
,2008,"Texas Forest Service",Miscellaneous,1100.0,34.15039,-98.60268,TX
,2008,"Texas Forest Service","Debris Burning",1800.0,31.34584,-99.05819,TX
,2008,"Texas Forest Service",Miscellaneous,2000.0,28.604,-100.0255,TX
,2008,"Texas Forest Service",Miscellaneous,1968.0,32.88213,-101.0652,TX
,2008,"Texas Forest Service",Miscellaneous,4000.0,33.38092,-100.6795,TX
,2008,"Texas Forest Service",Miscellaneous,4000.0,33.22602,-101.1924,TX
,2008,"Texas Forest Service",Miscellaneous,11012.0,34.14241,-102.8083,TX
,2008,"Texas Forest Service",Miscellaneous,1000.0,27.67513,-98.32004,TX
REALITOS,2008,"Texas Forest Service",Miscellaneous,1000.0,27.4451,-98.52956,TX
,2008,"Texas Forest Service","Debris Burning",6000.0,32.42779,-98.11852,TX
,2008,"Texas Forest Service",Miscellaneous,1800.0,31.83071,-103.0389,TX
,2008,"Texas Forest Service",Lightning,2000.0,32.09463,-102.775,TX
,2008,"Texas Forest Service","Equipment Use",3000.0,34.02221,-98.86868,TX
,2008,"Texas Forest Service",Lightning,2000.0,31.67624,-103.2071,TX
,2008,"Texas Forest Service","Equipment Use",3500.0,28.59066,-100.0794,TX
,2008,"Texas Forest Service",Miscellaneous,1500.0,33.66833,-98.31812,TX
,2008,"Texas Forest Service",Miscellaneous,1000.0,33.21085,-101.1963,TX
,2008,"Texas Forest Service","Equipment Use",1456.0,32.49345,-103.0504,TX
,2008,"Texas Forest Service","Debris Burning",1000.0,31.23055,-100.2477,TX
,2008,"Texas Forest Service","Equipment Use",1000.0,32.13342,-101.5718,TX
,2008,"Texas Forest Service",Lightning,1500.0,33.45165,-100.4484,TX
,2008,"Texas Forest Service","Debris Burning",5000.0,35.94241,-99.63074,OK
MARYNEAL,2008,"Texas Forest Service",Miscellaneous,2000.0,32.23156,-100.4503,TX
,2008,"Texas Forest Service",Miscellaneous,1000.0,33.15409,-100.6585,TX
,2008,"Texas Forest Service","Equipment Use",1819.0,32.38583,-102.3636,TX
,2008,"Texas Forest Service",Miscellaneous,2000.0,35.82132,-100.7933,TX
,2008,"Texas Forest Service","Debris Burning",1302.0,31.10597,-100.225,TX
,2008,"Texas Forest Service",Lightning,1000.0,33.46477,-100.3701,TX
,2008,"Texas Forest Service",Miscellaneous,2000.0,30.08053,-100.0797,TX
,2008,"Texas Forest Service",Miscellaneous,1800.0,32.08467,-101.0209,TX
,2008,"Texas Forest Service",Miscellaneous,4000.0,34.76083,-99.79064,OK
,2008,"Texas Forest Service",Lightning,3800.0,32.21779,-102.3659,TX
,2008,"Texas Forest Service",Miscellaneous,1700.0,33.176,-99.606,TX
"WILD HOG",2007,"Texas Forest Service - West Zone",Smoking,2300.0,34.13717,-100.7297,TX
"WILD HOG SOUTH",2007,"Texas Forest Service - West Zone","Equipment Use",1200.0,34.08447,-100.7182,TX
"HUDSPETH RANCH",2007,"Texas Forest Service - West Zone","Equipment Use",3555.0,30.31063,-101.2561,TX
"WILKINS RANCH",2007,"Texas Forest Service - West Zone",Miscellaneous,1000.0,31.68643,-101.0584,TX
"WILLOW CITY",2007,"Texas Forest Service",Miscellaneous,2000.0,30.40195,-98.71917,TX
ART,2007,"Texas Forest Service","Equipment Use",2800.0,30.77861,-99.1125,TX
"ROCKY FORD RANCH",2008,"Texas Forest Service - West Zone","Debris Burning",1950.0,30.62058,-100.4299,TX
ANTELOPE,2008,"Texas Forest Service - West Zone",Arson,2700.0,35.64079,-101.5558,TX
"ROSITA CUT-OFF",2008,"Texas Forest Service - West Zone",Miscellaneous,1000.0,27.69433,-98.3845,TX
"UNION HILL",2008,"Texas Forest Service - West Zone",Miscellaneous,1469.0,32.45194,-99.76411,TX
"285 FIRE",2008,"Texas Forest Service - West Zone","Debris Burning",14210.0,27.26488,-98.51507,TX
"MESQUITE GROVE",2008,"Texas Forest Service - West Zone","Equipment Use",4000.0,33.13465,-100.6744,TX
"CR 208",2008,"Texas Forest Service","Debris Burning",2106.0,30.96028,-98.03528,TX
BERTRAM,2008,"Texas Forest Service","Debris Burning",1480.0,30.79028,-97.98139,TX
COTULLA,2008,"Texas Forest Service - West Zone",Miscellaneous,19000.0,28.52025,-99.3118,TX
LAURELES,2008,"Texas Forest Service - West Zone","Debris Burning",3000.0,27.5867,-97.42132,TX
BRIGGS,2008,"Texas Forest Service - West Zone",Miscellaneous,2500.0,30.78283,-100.6004,TX
"CARTA VALLEY FIRE",2008,"Texas Forest Service - West Zone","Equipment Use",2100.0,29.688,-100.6505,TX
"KERR COUNTY COMPLEX",2008,"Texas Forest Service","Equipment Use",3431.0,30.24055,-99.43639,TX
"GARVEN STORE COMPLEX",2008,"Texas Forest Service","Equipment Use",4500.0,30.03317,-99.693,TX
,2008,"Texas Forest Service - West Zone",Miscellaneous,2000.0,32.78017,-97.28582,TX
POWERS,2008,"Texas Forest Service - West Zone",Miscellaneous,2240.0,32.44333,-102.1569,TX
WOLF,2008,"Texas Forest Service - West Zone",Miscellaneous,1124.0,31.69457,-103.0346,TX
CHEVRON,2008,"Texas Forest Service - West Zone",Miscellaneous,8924.0,32.2074,-102.2188,TX
S&S,2008,"Texas Forest Service - West Zone",Miscellaneous,2000.0,33.20658,-98.5285,TX
"SILVER FIRE",2008,"Texas Forest Service - West Zone",Miscellaneous,20200.0,32.05446,-100.7085,TX
"ARCHER CO",2008,"Texas Forest Service - West Zone","Equipment Use",13548.0,33.59808,-98.67122,TX
"ROWDEN FIRE",2008,"Texas Forest Service - West Zone",Miscellaneous,4040.0,32.22257,-99.28532,TX
GLASS,2008,"Texas Forest Service - West Zone",Miscellaneous,220000.0,31.74216,-101.0438,TX
"ANDREWS COUNTY COMPLEX",2008,"Texas Forest Service - West Zone",Miscellaneous,2000.0,32.37517,-102.7747,TX
"GRAND FALLS",2008,"Texas Forest Service - West Zone",Miscellaneous,6000.0,31.36362,-102.7578,TX
"NAIL RANCH",2008,"Texas Forest Service - West Zone",Miscellaneous,1450.0,32.12033,-102.0075,TX
NORTH,2008,"Texas Forest Service - West Zone",Miscellaneous,5000.0,32.1285,-102.1022,TX
,2008,"Texas Forest Service - West Zone",Arson,1760.0,31.82093,-104.0217,TX
BARNSLEY,2008,"Texas Forest Service - West Zone","Equipment Use",1920.0,31.40912,-102.5674,TX
,2008,"Texas Forest Service - West Zone",Miscellaneous,7600.0,30.41578,-102.0105,TX
"FOARD COUNTY",2008,"Texas Forest Service - West Zone",Miscellaneous,1920.0,33.9885,-99.52953,TX
"ROUND TIMBER FIRE",2008,"Texas Forest Service - West Zone","Debris Burning",2100.0,34.43583,-99.34116,TX
"SCURRY COUNTY COMPLEX",2008,"Texas Forest Service - West Zone",Miscellaneous,28625.0,32.71048,-100.9218,TX
"WEST HACKBERRY",2008,"Texas Forest Service - West Zone","Equipment Use",4500.0,30.10033,-99.93467,TX
,2008,"Texas Forest Service - West Zone",Miscellaneous,1700.0,33.17517,-98.23933,TX
"WEST HOLLOW",2008,"Texas Forest Service - West Zone",Miscellaneous,2000.0,31.35671,-101.3739,TX
MACY,2008,"Texas Forest Service - West Zone",Miscellaneous,6000.0,30.08795,-101.1596,TX
"COMMANCHE RANCH",2008,"Texas Forest Service - West Zone",Miscellaneous,2000.0,28.53587,-100.0888,TX
RAMIREZ,2008,"Texas Forest Service - West Zone",Miscellaneous,3500.0,27.35762,-98.43388,TX
"HIGHWAY 322",2008,"Texas Forest Service - West Zone",Miscellaneous,67500.0,28.3025,-99.43667,TX
"BIG SMOKE",2008,"Texas Forest Service - West Zone",Miscellaneous,1553.0,32.4644,-102.0767,TX
"1053 FIRE",2008,"Texas Forest Service - West Zone",Miscellaneous,2500.0,31.67573,-102.7081,TX
"COUNTY LINE FIRE",2008,"Texas Forest Service - West Zone","Equipment Use",1200.0,32.17773,-101.6595,TX
"PARKER FIRE",2008,"Texas Forest Service - West Zone","Equipment Use",5000.0,32.29333,-102.5697,TX
GOLDSMITH,2008,"Texas Forest Service - West Zone","Equipment Use",1500.0,32.04,-102.5017,TX
"TONGUE RIVER",2008,"Texas Forest Service - West Zone","Equipment Use",2600.0,33.8585,-101.0092,TX
"NORTH CHANNING",2008,"Texas Forest Service - West Zone",Lightning,1275.0,35.71765,-102.4946,TX
"BORDEN COUNTY COMPLEX",2008,"Texas Forest Service - West Zone",Miscellaneous,15000.0,32.68959,-101.6164,TX
"400 GIN FIRE",2008,"Texas Forest Service - West Zone",Miscellaneous,2100.0,34.183,-101.664,TX
PRICE,2008,"Texas Forest Service - West Zone",Miscellaneous,2500.0,32.0636,-101.9527,TX
"BURNS RANCH",2008,"Texas Forest Service - West Zone",Miscellaneous,25600.0,26.55495,-98.12082,TX
"CHILDRESS RANCH",2008,"Texas Forest Service - West Zone",Lightning,2740.0,30.40681,-101.2383,TX
"ROCKING JBH",2008,"Texas Forest Service - West Zone",Miscellaneous,7220.0,30.90333,-103.4668,TX
HUCKABEE,2008,"Texas Forest Service - West Zone",Miscellaneous,98168.0,30.63117,-101.5342,TX
CATHEDRAL,2008,"Texas Forest Service - West Zone",Lightning,23000.0,30.31367,-103.3608,TX
"MAYBEE RANCH",2008,"Texas Forest Service - West Zone",Miscellaneous,2895.0,32.23553,-102.1777,TX
CRANE,2008,"Texas Forest Service - West Zone",Lightning,3018.0,31.63722,-102.6186,TX
ELLISON,2008,"Texas Forest Service - West Zone",Miscellaneous,16000.0,31.384,-102.789,TX
"MCELROY RANCH",2008,"Texas Forest Service - West Zone",Miscellaneous,1200.0,31.5287,-102.3322,TX
"J BAR RANCH",2008,"Texas Forest Service - West Zone",Miscellaneous,2800.0,31.59232,-102.5369,TX
"WEST LINE",2008,"Texas Forest Service - West Zone",Miscellaneous,1250.0,31.44745,-101.3232,TX
"POLING RANCH",2008,"Texas Forest Service - West Zone",Lightning,1090.0,35.44973,-101.7019,TX
"TUBBS CORNER",2008,"Texas Forest Service - West Zone","Equipment Use",2483.0,31.42128,-102.7486,TX
"WINDMILL ROAD",2008,"Texas Forest Service - West Zone","Debris Burning",2195.0,30.387,-101.0382,TX
HOLMES,2008,"Texas Forest Service - West Zone","Debris Burning",2538.0,29.39028,-100.3903,TX
"SUTTON RANCH",2008,"Texas Forest Service - West Zone",Lightning,1968.0,30.41337,-101.4074,TX
DYNAMITE,2008,"Texas Forest Service - West Zone",Miscellaneous,1750.0,32.09883,-102.0435,TX
"HUGHES RANCH",2008,"Texas Forest Service - West Zone","Equipment Use",43241.0,30.48167,-104.32,TX
WEST,2008,"Texas Forest Service - West Zone",Lightning,1463.0,30.40055,-103.18,TX
DEATON,2008,"Texas Forest Service - West Zone",Lightning,1338.0,30.15283,-101.2255,TX
"LAMKIN FIRE",2008,"Texas Forest Service - West Zone",Miscellaneous,4100.0,31.82607,-98.32227,TX
"BRADLEY RANCH",2008,"Texas Forest Service - West Zone","Equipment Use",1400.0,33.903,-98.87067,TX
"ROCK CREEK FIRE",2008,"Texas Forest Service - West Zone","Equipment Use",1200.0,33.98833,-99.06472,TX
"TAYLOR ROAD",2008,"Texas Forest Service - West Zone",Lightning,1312.0,30.11216,-100.1906,TX
BREWER,2008,"Texas Forest Service - West Zone",Miscellaneous,1500.0,31.77195,-99.31557,TX
"PARKS COMPLEX",2008,"Texas Forest Service - West Zone",Lightning,1920.0,32.17073,-100.5088,TX
BLACK,2008,"Texas Forest Service - West Zone","Equipment Use",1810.0,32.79642,-99.17374,TX
"WELL 35",2008,"Texas Forest Service - West Zone",Lightning,2530.0,32.4961,-98.3209,TX
FLORENCE,2008,"Texas Forest Service",Miscellaneous,1452.0,30.77183,-97.74803,TX
"3M RANCH FIRE",2008,"Texas Forest Service","Equipment Use",1035.0,30.31472,-98.20667,TX
MENARD,2008,"Texas Forest Service",Miscellaneous,1024.0,30.966,-99.66483,TX
,2008,"Texas Forest Service",Miscellaneous,8000.0,33.63002,-98.02746,TX
,2008,"Texas Forest Service",Miscellaneous,1000.0,30.69348,-97.97804,TX
,2008,"Texas Forest Service",Miscellaneous,1200.0,33.77106,-98.32446,TX
,2008,"Texas Forest Service",Miscellaneous,1500.0,33.74445,-98.31242,TX
,2008,"Texas Forest Service",Miscellaneous,2300.0,32.2398,-98.55151,TX
,2008,"Texas Forest Service",Miscellaneous,1000.0,27.57001,-97.35019,TX
,2008,"Texas Forest Service",Miscellaneous,2500.0,32.43896,-102.3379,TX
,2008,"Texas Forest Service - West Zone","Equipment Use",1200.0,33.049,-101.5716,TX
,2008,"Texas Forest Service - West Zone","Equipment Use",1200.0,33.0415,-101.4049,TX
"OAK CITY CANYON",2006,"Utah Division Forestry Fire State Lands",Missing/Undefined,9740.0,39.36628776,-112.32467294,UT
"POT HOLE",2006,"Utah Division Forestry Fire State Lands",Missing/Undefined,1024.0,40.67645629,-109.11447283,UT
"VALLEY FIRE",2006,"Utah Division Forestry Fire State Lands",Missing/Undefined,4984.0,38.69668916,-112.68184195,UT
